Citation/Document Number,Type,Relation
"PT2865663","Patent","Citation Family Member"
"SMT201700287","Patent","Citation Family Member"
"HR20170863","Patent","Citation Family Member"
"SI2865663","Patent","Citation Family Member"
"CY1119171","Patent","Citation Family Member"
"HU033583","Patent","Citation Family Member"
"DK2865663","Patent","Citation Family Member"
"ES2628374","Patent","Citation Family Member"
"PL2865663","Patent","Citation Family Member"
"TR201708676","Patent","Citation Family Member"
"WO14031928","Patent","Citation Family Member"
"WO2014031928","Patent","Citation Family Member"
"EP2888256","Patent","Citation Family Member"
"WO14031933","Patent","Citation Family Member"
"WO2014031933","Patent","Citation Family Member"
"EP2888253","Patent","Citation Family Member"
"US9115120","Patent","Citation Family Member"
"EP2919770","Patent","Citation Family Member"
"CA2890897","Patent","Citation Family Member"
"US9757379","Patent","Citation Family Member"
"TW201439075","Patent","Citation Family Member"
"KR20150088878","Patent","Citation Family Member"
"CN104822675","Patent","Citation Family Member"
"PH2015501116","Patent","Citation Family Member"
"AP2015008364","Patent","Citation Family Member"
"IL238128","Patent","Citation Family Member"
"PE20150968","Patent","Citation Family Member"
"WO14082918","Patent","Citation Family Member"
"WO2014082918","Patent","Citation Family Member"
"UY35156","Patent","Citation Family Member"
"PE09682015","Patent","Citation Family Member"
"EP2925748","Patent","Citation Family Member"
"MX2015006591","Patent","Citation Family Member"
"EA201500574","Patent","Citation Family Member"
"CL2015001256","Patent","Citation Family Member"
"HK1210144","Patent","Citation Family Member"
"MA38170","Patent","Citation Family Member"
"TN2015000158","Patent","Citation Family Member"
"SG11201503800Q","Patent","Citation Family Member"
"BR112015009376","Patent","Citation Family Member"
"AU2013351377","Patent","Citation Family Member"
"CA2889783","Patent","Citation Family Member"
"AR093631","Patent","Citation Family Member"
"JP5913752","Patent","Citation Family Member"
"US8815864","Patent","Citation Family Member"
"DE602013016551","Patent","Citation Family Member"
"JP2016500089","Patent","Citation Family Member"
"TW201439076","Patent","Citation Family Member"
"WO14086712","Patent","Citation Family Member"
"WO2014086712","Patent","Citation Family Member"
"UY35171","Patent","Citation Family Member"
"EP2928886","Patent","Citation Family Member"
"AR093864","Patent","Citation Family Member"
"US2016235706","Patent","Citation Family Member"
"JP6283862","Patent","Citation Family Member"
"US9597310","Patent","Citation Family Member"
"DE602013013641","Patent","Citation Family Member"
"JP2016505551","Patent","Citation Family Member"
"EP3083639","Patent","Citation Family Member"
"CA2931085","Patent","Citation Family Member"
"DE602014047668","Patent","Citation Family Member"
"ES2737148","Patent","Citation Family Member"
"US10807948","Patent","Citation Family Member"
"EP3267792","Patent","Citation Family Member"
"US2019015377","Patent","Citation Family Member"
"US10278942","Patent","Citation Family Member"
"US10512626","Patent","Citation Family Member"
"EP0640618","Patent","Citation Family Member"
"JP7089987","Patent","Citation Family Member"
"DE59408838","Patent","Citation Family Member"
"AT185813","Patent","Citation Family Member"
"DK0640618","Patent","Citation Family Member"
"ES2138639","Patent","Citation Family Member"
"US5352844","Patent","Citation Family Member"
"KR19957001898","Patent","Citation Family Member"
"KR950701898","Patent","Citation Family Member"
"KR19950701898","Patent","Citation Family Member"
"IL105777","Patent","Citation Family Member"
"EP0643681","Patent","Citation Family Member"
"CA2137086","Patent","Citation Family Member"
"JP8503688","Patent","Citation Family Member"
"ZA9802327","Patent","Citation Family Member"
"EP0968188","Patent","Citation Family Member"
"AU199868292","Patent","Citation Family Member"
"CL1998000594","Patent","Citation Family Member"
"AR012136","Patent","Citation Family Member"
"CA2283981","Patent","Citation Family Member"
"US6337305","Patent","Citation Family Member"
"JP2001518103","Patent","Citation Family Member"
"ZA200201609","Patent","Citation Family Member"
"NZ517426","Patent","Citation Family Member"
"IL148243","Patent","Citation Family Member"
"EP1212296","Patent","Citation Family Member"
"AU200073321","Patent","Citation Family Member"
"CA2382789","Patent","Citation Family Member"
"US2004138255","Patent","Citation Family Member"
"AU775625","Patent","Citation Family Member"
"US6596772","Patent","Citation Family Member"
"DE60023920","Patent","Citation Family Member"
"AT309207","Patent","Citation Family Member"
"JP2003508382","Patent","Citation Family Member"
"ES2252058","Patent","Citation Family Member"
"EP1407276","Patent","Citation Family Member"
"AU2002257794","Patent","Citation Family Member"
"CA2444578","Patent","Citation Family Member"
"US2005043227","Patent","Citation Family Member"
"US2006205645","Patent","Citation Family Member"
"US7307060","Patent","Citation Family Member"
"DE60234100","Patent","Citation Family Member"
"AT446514","Patent","Citation Family Member"
"DK1407276","Patent","Citation Family Member"
"US6166031","Patent","Citation Family Member"
"CN1033277","Patent","Citation Family Member"
"DK578988","Patent","Citation Family Member"
"EG18595","Patent","Citation Family Member"
"NO901701","Patent","Citation Family Member"
"NZ226612","Patent","Citation Family Member"
"PH25016","Patent","Citation Family Member"
"YU193988","Patent","Citation Family Member"
"ZA8807722","Patent","Citation Family Member"
"CN1032659","Patent","Citation Family Member"
"CN1063489","Patent","Citation Family Member"
"CN1064864","Patent","Citation Family Member"
"DK579088","Patent","Citation Family Member"
"EG18730","Patent","Citation Family Member"
"FI884806","Patent","Citation Family Member"
"MX13485","Patent","Citation Family Member"
"NZ226611","Patent","Citation Family Member"
"NO884638","Patent","Citation Family Member"
"US5998451","Patent","Citation Family Member"
"YU194088","Patent","Citation Family Member"
"ZA8807721","Patent","Citation Family Member"
"MX13484","Patent","Citation Family Member"
"KR19890006627","Patent","Citation Family Member"
"KR19890006628","Patent","Citation Family Member"
"OA08919","Patent","Citation Family Member"
"MY104930","Patent","Citation Family Member"
"MY104341","Patent","Citation Family Member"
"IN173963","Patent","Citation Family Member"
"AP8800106","Patent","Citation Family Member"
"IL88080","Patent","Citation Family Member"
"FI901940","Patent","Citation Family Member"
"IL88022","Patent","Citation Family Member"
"CA1335452","Patent","Citation Family Member"
"PL275353","Patent","Citation Family Member"
"WO8903681","Patent","Citation Family Member"
"WO1989003681","Patent","Citation Family Member"
"CA1335451","Patent","Citation Family Member"
"PL275372","Patent","Citation Family Member"
"MA21409","Patent","Citation Family Member"
"AU198824017","Patent","Citation Family Member"
"AU198824032","Patent","Citation Family Member"
"CS8806869","Patent","Citation Family Member"
"HU58054","Patent","Citation Family Member"
"JP1211583","Patent","Citation Family Member"
"EP0313296","Patent","Citation Family Member"
"EP0313295","Patent","Citation Family Member"
"HU54141","Patent","Citation Family Member"
"JP1157969","Patent","Citation Family Member"
"BG51045","Patent","Citation Family Member"
"CZ8806868","Patent","Citation Family Member"
"CZ8905678","Patent","Citation Family Member"
"SU1780537","Patent","Citation Family Member"
"CZ567889","Patent","Citation Family Member"
"CZ686888","Patent","Citation Family Member"
"DD275686","Patent","Citation Family Member"
"DD275684","Patent","Citation Family Member"
"FI92199","Patent","Citation Family Member"
"NO177565","Patent","Citation Family Member"
"HU209292","Patent","Citation Family Member"
"IE61029","Patent","Citation Family Member"
"FI96030","Patent","Citation Family Member"
"HU209559","Patent","Citation Family Member"
"IE61512","Patent","Citation Family Member"
"NO171212","Patent","Citation Family Member"
"PT88777","Patent","Citation Family Member"
"PT88781","Patent","Citation Family Member"
"YU47203","Patent","Citation Family Member"
"YU46963","Patent","Citation Family Member"
"PL158144","Patent","Citation Family Member"
"KR900006743","Patent","Citation Family Member"
"KR900006744","Patent","Citation Family Member"
"PL160188","Patent","Citation Family Member"
"RO104330","Patent","Citation Family Member"
"CS273190","Patent","Citation Family Member"
"AU598159","Patent","Citation Family Member"
"AU599516","Patent","Citation Family Member"
"JP6086431","Patent","Citation Family Member"
"JP6029248","Patent","Citation Family Member"
"CZ279784","Patent","Citation Family Member"
"CZ279757","Patent","Citation Family Member"
"CN1021823","Patent","Citation Family Member"
"RU1780537","Patent","Citation Family Member"
"CN1024663","Patent","Citation Family Member"
"RU2002741","Patent","Citation Family Member"
"RU2073673","Patent","Citation Family Member"
"JP1903116","Patent","Citation Family Member"
"JP1952947","Patent","Citation Family Member"
"DE3882642","Patent","Citation Family Member"
"DE3886674","Patent","Citation Family Member"
"AT92061","Patent","Citation Family Member"
"AT99307","Patent","Citation Family Member"
"IE883145","Patent","Citation Family Member"
"IE883146","Patent","Citation Family Member"
"ES2058306","Patent","Citation Family Member"
"ES2061681","Patent","Citation Family Member"
"SE200301906","Patent","Citation Family Member"
"NO20075626","Patent","Citation Family Member"
"TH84743","Patent","Citation Family Member"
"KR20080011689","Patent","Citation Family Member"
"CN101233128","Patent","Citation Family Member"
"TW200714597","Patent","Citation Family Member"
"ZA200709873","Patent","Citation Family Member"
"GB200510852","Patent","Citation Family Member"
"GB200514177","Patent","Citation Family Member"
"GB200516295","Patent","Citation Family Member"
"GB200523861","Patent","Citation Family Member"
"IL186865","Patent","Citation Family Member"
"CL2006001260","Patent","Citation Family Member"
"HK1115592","Patent","Citation Family Member"
"UY29562","Patent","Citation Family Member"
"EP1891058","Patent","Citation Family Member"
"MX2007014784","Patent","Citation Family Member"
"BRPI0609892","Patent","Citation Family Member"
"CA2609235","Patent","Citation Family Member"
"AR054365","Patent","Citation Family Member"
"AU2006250985","Patent","Citation Family Member"
"US2009105214","Patent","Citation Family Member"
"US7943607","Patent","Citation Family Member"
"JP2008545684","Patent","Citation Family Member"
"CN101111486","Patent","Citation Family Member"
"EP1846379","Patent","Citation Family Member"
"CA2593858","Patent","Citation Family Member"
"AU2006210954","Patent","Citation Family Member"
"US2009312303","Patent","Citation Family Member"
"US7759493","Patent","Citation Family Member"
"DE602006008576","Patent","Citation Family Member"
"AT440091","Patent","Citation Family Member"
"JP2008528628","Patent","Citation Family Member"
"GT200900040","Patent","Citation Family Member"
"NI200900023","Patent","Citation Family Member"
"TW200825089","Patent","Citation Family Member"
"KR20090043583","Patent","Citation Family Member"
"CR10675","Patent","Citation Family Member"
"NO20091182","Patent","Citation Family Member"
"CN101506210","Patent","Citation Family Member"
"ZA200901163","Patent","Citation Family Member"
"SV2009003173","Patent","Citation Family Member"
"CN104292229","Patent","Citation Family Member"
"IL197043","Patent","Citation Family Member"
"HK1131387","Patent","Citation Family Member"
"EA200900330","Patent","Citation Family Member"
"MX2009002066","Patent","Citation Family Member"
"CO6150167","Patent","Citation Family Member"
"WO08024438","Patent","Citation Family Member"
"WO2008024438","Patent","Citation Family Member"
"EP2061794","Patent","Citation Family Member"
"BRPI0716582","Patent","Citation Family Member"
"CA2660957","Patent","Citation Family Member"
"US2009069347","Patent","Citation Family Member"
"AU2007288203","Patent","Citation Family Member"
"US2012208829","Patent","Citation Family Member"
"MA30720","Patent","Citation Family Member"
"JP5421108","Patent","Citation Family Member"
"US8759361","Patent","Citation Family Member"
"DE602007027188","Patent","Citation Family Member"
"JP2010502576","Patent","Citation Family Member"
"ES2399928","Patent","Citation Family Member"
"KR20100119825","Patent","Citation Family Member"
"CN101959876","Patent","Citation Family Member"
"IL207698","Patent","Citation Family Member"
"MX2010009574","Patent","Citation Family Member"
"EP2262789","Patent","Citation Family Member"
"BRPI0909634","Patent","Citation Family Member"
"US2009227570","Patent","Citation Family Member"
"AU2009221375","Patent","Citation Family Member"
"CA2716122","Patent","Citation Family Member"
"MX295004","Patent","Citation Family Member"
"US8183380","Patent","Citation Family Member"
"JP2011513350","Patent","Citation Family Member"
"TW201026682","Patent","Citation Family Member"
"KR20110084551","Patent","Citation Family Member"
"ECSP11011079","Patent","Citation Family Member"
"CN102292322","Patent","Citation Family Member"
"NZ592925","Patent","Citation Family Member"
"TH125091","Patent","Citation Family Member"
"CN104478865","Patent","Citation Family Member"
"ZA201103360","Patent","Citation Family Member"
"MY176944","Patent","Citation Family Member"
"AP2011005706","Patent","Citation Family Member"
"BR122021014557","Patent","Citation Family Member"
"IL212814","Patent","Citation Family Member"
"TN2011000259","Patent","Citation Family Member"
"CL2011001215","Patent","Citation Family Member"
"PE20120034","Patent","Citation Family Member"
"UY32259","Patent","Citation Family Member"
"MX2011005420","Patent","Citation Family Member"
"EA201100794","Patent","Citation Family Member"
"PE00342012","Patent","Citation Family Member"
"HK1160841","Patent","Citation Family Member"
"VN17246","Patent","Citation Family Member"
"EP2367800","Patent","Citation Family Member"
"CO6511283","Patent","Citation Family Member"
"BRPI0922801","Patent","Citation Family Member"
"AR074210","Patent","Citation Family Member"
"AU2009317170","Patent","Citation Family Member"
"CA2744351","Patent","Citation Family Member"
"US2011288071","Patent","Citation Family Member"
"US2014371205","Patent","Citation Family Member"
"US2015376141","Patent","Citation Family Member"
"US2016362404","Patent","Citation Family Member"
"GE20146072","Patent","Citation Family Member"
"TWI491605","Patent","Citation Family Member"
"MX337116","Patent","Citation Family Member"
"CL56421","Patent","Citation Family Member"
"MA32811","Patent","Citation Family Member"
"EA021997","Patent","Citation Family Member"
"KR101710058","Patent","Citation Family Member"
"JP5622740","Patent","Citation Family Member"
"US8846689","Patent","Citation Family Member"
"US9676762","Patent","Citation Family Member"
"UA107920","Patent","Citation Family Member"
"DE602009050993","Patent","Citation Family Member"
"JP2012509864","Patent","Citation Family Member"
"ES2664499","Patent","Citation Family Member"
"GB201005589","Patent","Citation Family Member"
"EP2556065","Patent","Citation Family Member"
"US2013029990","Patent","Citation Family Member"
"US2016130256","Patent","Citation Family Member"
"US2017362208","Patent","Citation Family Member"
"JP5902668","Patent","Citation Family Member"
"US9771354","Patent","Citation Family Member"
"US10000471","Patent","Citation Family Member"
"DE602011012290","Patent","Citation Family Member"
"JP2013523710","Patent","Citation Family Member"
"ES2532764","Patent","Citation Family Member"
"US2012070369","Patent","Citation Family Member"
"US2015023868","Patent","Citation Family Member"
"US2017157111","Patent","Citation Family Member"
"US8691866","Patent","Citation Family Member"
"US9604958","Patent","Citation Family Member"
"US10881656","Patent","Citation Family Member"
"KR20110104558","Patent","Citation Family Member"
"DOP2011000218","Patent","Citation Family Member"
"ZA201105530","Patent","Citation Family Member"
"NI201100137","Patent","Citation Family Member"
"TW201038586","Patent","Citation Family Member"
"CR20110370","Patent","Citation Family Member"
"CN102348697","Patent","Citation Family Member"
"SV2011003970","Patent","Citation Family Member"
"HN2010000084","Patent","Citation Family Member"
"ECSP11011198","Patent","Citation Family Member"
"NZ593473","Patent","Citation Family Member"
"TW201422631","Patent","Citation Family Member"
"GT201100195","Patent","Citation Family Member"
"MY157017","Patent","Citation Family Member"
"AP2011005788","Patent","Citation Family Member"
"IL213517","Patent","Citation Family Member"
"TN2011000316","Patent","Citation Family Member"
"CL2011001658","Patent","Citation Family Member"
"PE20120008","Patent","Citation Family Member"
"PE20142099","Patent","Citation Family Member"
"MX2011007424","Patent","Citation Family Member"
"UY32379","Patent","Citation Family Member"
"EP2385938","Patent","Citation Family Member"
"SG172108","Patent","Citation Family Member"
"EA201170922","Patent","Citation Family Member"
"PE00082012","Patent","Citation Family Member"
"VN12914","Patent","Citation Family Member"
"PE20992014","Patent","Citation Family Member"
"HK1161253","Patent","Citation Family Member"
"CO6400220","Patent","Citation Family Member"
"BRPI1006128","Patent","Citation Family Member"
"CU20110145","Patent","Citation Family Member"
"AU2010204118","Patent","Citation Family Member"
"US2010197655","Patent","Citation Family Member"
"AR075005","Patent","Citation Family Member"
"CA2747419","Patent","Citation Family Member"
"US2012149679","Patent","Citation Family Member"
"US2013338111","Patent","Citation Family Member"
"CL49598","Patent","Citation Family Member"
"MX321356","Patent","Citation Family Member"
"GE20135992","Patent","Citation Family Member"
"TWI419897","Patent","Citation Family Member"
"CU24099","Patent","Citation Family Member"
"TWI494317","Patent","Citation Family Member"
"IN285817","Patent","Citation Family Member"
"MA32965","Patent","Citation Family Member"
"KR101345497","Patent","Citation Family Member"
"EA020460","Patent","Citation Family Member"
"RS53941","Patent","Citation Family Member"
"JP5053459","Patent","Citation Family Member"
"US8153814","Patent","Citation Family Member"
"US8541588","Patent","Citation Family Member"
"US8907101","Patent","Citation Family Member"
"UA105911","Patent","Citation Family Member"
"DE602010022794","Patent","Citation Family Member"
"PT2385938","Patent","Citation Family Member"
"HR20150355","Patent","Citation Family Member"
"SI2385938","Patent","Citation Family Member"
"JP2012515156","Patent","Citation Family Member"
"HU025013","Patent","Citation Family Member"
"PL2385938","Patent","Citation Family Member"
"DK2385938","Patent","Citation Family Member"
"ES2536191","Patent","Citation Family Member"
"TR201505365","Patent","Citation Family Member"
"EP2406230","Patent","Citation Family Member"
"CA2754685","Patent","Citation Family Member"
"US2011319379","Patent","Citation Family Member"
"JP2013518031","Patent","Citation Family Member"
"EP2437738","Patent","Citation Family Member"
"AU2010256384","Patent","Citation Family Member"
"CA2763040","Patent","Citation Family Member"
"US2016250158","Patent","Citation Family Member"
"AU2016262709","Patent","Citation Family Member"
"US10363229","Patent","Citation Family Member"
"DE602010052579","Patent","Citation Family Member"
"ES2693687","Patent","Citation Family Member"
"JP2011105603","Patent","Citation Family Member"
"JP4902819","Patent","Citation Family Member"
"EP2556068","Patent","Citation Family Member"
"US2013040962","Patent","Citation Family Member"
"JP5787977","Patent","Citation Family Member"
"US9024041","Patent","Citation Family Member"
"DE602011055903","Patent","Citation Family Member"
"JP2013523803","Patent","Citation Family Member"
"EP2502917","Patent","Citation Family Member"
"KR20140019025","Patent","Citation Family Member"
"CN103717214","Patent","Citation Family Member"
"RU2013156980","Patent","Citation Family Member"
"NZ619241","Patent","Citation Family Member"
"IL229827","Patent","Citation Family Member"
"HK1196531","Patent","Citation Family Member"
"WO12170439","Patent","Citation Family Member"
"WO2012170439","Patent","Citation Family Member"
"EP2717870","Patent","Citation Family Member"
"MX2013014310","Patent","Citation Family Member"
"EP3251671","Patent","Citation Family Member"
"JP2017061464","Patent","Citation Family Member"
"AU2012268400","Patent","Citation Family Member"
"US2012316204","Patent","Citation Family Member"
"US2012329836","Patent","Citation Family Member"
"CA2837560","Patent","Citation Family Member"
"US2017105981","Patent","Citation Family Member"
"KR101652606","Patent","Citation Family Member"
"US8865748","Patent","Citation Family Member"
"RU2602498","Patent","Citation Family Member"
"DE602012037900","Patent","Citation Family Member"
"JP2014522410","Patent","Citation Family Member"
"TW201311646","Patent","Citation Family Member"
"UY34200","Patent","Citation Family Member"
"EP2734505","Patent","Citation Family Member"
"US2013150325","Patent","Citation Family Member"
"CA2842352","Patent","Citation Family Member"
"AR087273","Patent","Citation Family Member"
"WO13043964","Patent","Citation Family Member"
"WO2013043964","Patent","Citation Family Member"
"WO13043962","Patent","Citation Family Member"
"WO2013043962","Patent","Citation Family Member"
"WO13041042","Patent","Citation Family Member"
"WO2013041042","Patent","Citation Family Member"
"EP2758050","Patent","Citation Family Member"
"EP2758051","Patent","Citation Family Member"
"EP2758377","Patent","Citation Family Member"
"EP2758389","Patent","Citation Family Member"
"AU2012312303","Patent","Citation Family Member"
"AU2012312305","Patent","Citation Family Member"
"AU2012313254","Patent","Citation Family Member"
"AU2012313094","Patent","Citation Family Member"
"US2014228348","Patent","Citation Family Member"
"US2014228358","Patent","Citation Family Member"
"US2014235641","Patent","Citation Family Member"
"US2014243309","Patent","Citation Family Member"
"JP2014526523","Patent","Citation Family Member"
"JP2014526525","Patent","Citation Family Member"
"JP2014526557","Patent","Citation Family Member"
"JP2014530203","Patent","Citation Family Member"
"US8962608","Patent","Citation Family Member"
"US9328099","Patent","Citation Family Member"
"US9394282","Patent","Citation Family Member"
"DE602012022487","Patent","Citation Family Member"
"JP6014148","Patent","Citation Family Member"
"JP6014149","Patent","Citation Family Member"
"US9493441","Patent","Citation Family Member"
"JP6034869","Patent","Citation Family Member"
"JP6110859","Patent","Citation Family Member"
"TR201711541","Patent","Citation Family Member"
"ES2633793","Patent","Citation Family Member"
"ES2640911","Patent","Citation Family Member"
"TR201713639","Patent","Citation Family Member"
"DE602012035453","Patent","Citation Family Member"
"DE602012045154","Patent","Citation Family Member"
"DE602012033284","Patent","Citation Family Member"
"ES2670878","Patent","Citation Family Member"
"TR201807973","Patent","Citation Family Member"
"CA2849169","Patent","Citation Family Member"
"CA2849168","Patent","Citation Family Member"
"CA2849336","Patent","Citation Family Member"
"CA2849357","Patent","Citation Family Member"
"GB201302540","Patent","Citation Family Member"
"GB201302544","Patent","Citation Family Member"
"CN104080773","Patent","Citation Family Member"
"KR20140117641","Patent","Citation Family Member"
"EP2807154","Patent","Citation Family Member"
"US2015005294","Patent","Citation Family Member"
"JP2015505542","Patent","Citation Family Member"
"HK1202543","Patent","Citation Family Member"
"RU2014134909","Patent","Citation Family Member"
"DE602013004245","Patent","Citation Family Member"
"US9493444","Patent","Citation Family Member"
"AU2013212175","Patent","Citation Family Member"
"ZA201406322","Patent","Citation Family Member"
"SG11201404217X","Patent","Citation Family Member"
"BR112014018341","Patent","Citation Family Member"
"MX2014009133","Patent","Citation Family Member"
"CA2862698","Patent","Citation Family Member"
"IL233705","Patent","Citation Family Member"
"EP2768826","Patent","Citation Family Member"
"US2014329797","Patent","Citation Family Member"
"CN104144925","Patent","Citation Family Member"
"HK1203946","Patent","Citation Family Member"
"KR20140105445","Patent","Citation Family Member"
"EP2773641","Patent","Citation Family Member"
"US2014256736","Patent","Citation Family Member"
"CN104093716","Patent","Citation Family Member"
"JP2014534213","Patent","Citation Family Member"
"RU2014121983","Patent","Citation Family Member"
"US9365578","Patent","Citation Family Member"
"US9481677","Patent","Citation Family Member"
"JP6014155","Patent","Citation Family Member"
"BR112014010368","Patent","Citation Family Member"
"DE602012037963","Patent","Citation Family Member"
"HK1198250","Patent","Citation Family Member"
"CA2855019","Patent","Citation Family Member"
"MX2014005304","Patent","Citation Family Member"
"EP2824106","Patent","Citation Family Member"
"US2015045351","Patent","Citation Family Member"
"DE602013014459","Patent","Citation Family Member"
"US9556200","Patent","Citation Family Member"
"JP2013133325","Patent","Citation Family Member"
"JP6198715","Patent","Citation Family Member"
"US2016362390","Patent","Citation Family Member"
"Akincioglu, et al. Novel sulfamides as potential carbonic anhydrase isoenzymes inhibitors. Bioorg Med Chem. Mar. 15, 2013;21(6):1379-85. doi: 10.1016/j.bmc.2013.01.019. Epub Jan. 22, 2013.","NPL","Study NPL"
"ANNA MARI LONE, DANIEL A. BACHOVCHIN, DAVID B. WESTWOOD, ANNA E. SPEERS, TIMOTHY P. SPICER, VIRNELIZ FERNANDEZ-VEGA, PETER CHASE, : A Substrate-Free Activity-Based Protein Profiling Screen for the Discovery of Selective PREPL Inhibitors, JOURNAL OF THE AMERICAN CHEMICAL SOCIETY, AMERICAN CHEMICAL SOCIETY, vol. 133, no. 30, 3 August 2011 (2011-08-03), pages 11665 - 11674, XP055486936, ISSN: 0002-7863, DOI: 10.1021/ja2036095","NPL","Study NPL"
"Anonymous: A Phase 1, Dose-Escalation Trial of PT2385 Tablets in Patients With Advanced Clear Cell Renal Cell Carcinoma-Full Text View-Clinical Trials.gov, Nov. 19, 2014 (Nov. 19, 2014), XP55486644.","NPL","Study NPL"
"Banker, Modem Pharmaceutics, third edition, p. 596. (Year: 1996).","NPL","Study NPL"
"Bertout, et al. HIF2alpha inhibition promotes p53 pathway activity, tumor cell death, and radiation responses. Proc Natl Acad Sci U S A. Aug. 25, 2009;106(34):14391-6. doi: 10.1073/pnas.0907357106. Epub Aug. 12, 2009.","NPL","Study NPL"
"Bhatt, et al. Hypoxia-inducible factor-2alpha: effect on radiation sensitivity and differential regulation by an mTOR inhibitor. BJU Int. Aug. 2008;102(3):358-63. doi: 10.1111/j.1464-410X.2008.07558.x. Epub Apr. 3, 2008.","NPL","Study NPL"
"Biellmann, et al. Synthesis and reactions of [1,4-dihydropyridinecarboxylic acids]. Tetrahedron (1970), 26(20), 4799-808.","NPL","Study NPL"
"Brusselmans, et al. Heterozygous deficiency of hypoxia-inducible factor-2alpha protects mice against pulmonary hypertension and right ventricular dysfunction during prolonged hypoxia. J Clin Invest. May 2003;111(10):1519-27.","NPL","Study NPL"
"Bundgaard, Design of Prodrugs, chapter 1, p. 1. (Year: 1985).","NPL","Study NPL"
"Carew, et al. ELR510444 inhibits tumor growth and angiogenesis by abrogating HIF activity and disrupting microtubules in renal cell carcinoma. PLoS One. 2012;7(1):e31120. doi: 10.1371/journal.pone.0031120. Epub Jan. 25, 2012.","NPL","Study NPL"
"CAS Registry No. 1050878-94-8 (Sep. 2008).","NPL","Study NPL"
"CAS Registry No. 1062399-04-05 (Oct. 2008).","NPL","Study NPL"
"CAS Registry No. 1090604-08-2 (Dec. 2008).","NPL","Study NPL"
"CAS Registry No. 1119387-77-7 (Mar. 2009).","NPL","Study NPL"
"CAS Registry No. 1147778-06-0 (May 2009).","NPL","Study NPL"
"CAS Registry No. 1386280-55-2 (Aug. 2012).","NPL","Study NPL"
"CAS Registry No. 21081-71-0, Database Registry, Chemical Abstracts Services, [retrieved on Mar. 23, 2017], Published 1968.","NPL","Study NPL"
"CAS Registry No. 81614-92-8. (Nov. 1984).","NPL","Study NPL"
"CAS Registry No. 879353-79-4 (Apr. 2006).","NPL","Study NPL"
"CAS Registry No. 903274-78-2 (Aug. 2006).","NPL","Study NPL"
"CAS Registry No. 950051-37-3 (Oct. 2007).","NPL","Study NPL"
"Catozzi, et al. Synthesis of the Louisianin Alkaloid Family via a 1,2,4-Triazine Inverse-Electron-Demand Diels-Alder Approach. Journal of Organic Chemistry. vol. 74, No. 21, Nov. 6, 2009, pp. 8343-8354.","NPL","Study NPL"
"Co-pending U.S. Appl. No. 15/553,570, filed Aug. 24, 2017.","NPL","Study NPL"
"Co-pending U.S. Appl. No. 15/556,153, filed Sep. 6, 2017.","NPL","Study NPL"
"Co-pending U.S. Appl. No. 15/556,607, filed Sep. 7, 2017.","NPL","Study NPL"
"Co-pending U.S. Appl. No. 15/805,390, filed Nov. 7, 2017.","NPL","Study NPL"
"DATABASE CA [online] CHEMICAL ABSTRACTS SERVICE, COLUMBUS, OHIO, US; 26 June 2018 (2018-06-26), MCLEAN, GILLIAN A. ET AL: The 'inverse electron-demand' Diels-Alder reaction in polymer synthesis. Part 3. Model Diels-Alder reactions of some bis(1,2,4-triazines) with dienophiles and some bis-dienophiles with heterocyclic dienes, XP002782445, retrieved from STN","NPL","Study NPL"
"Dittmar, et al. (4+2)-Cycloadditionen Der 1.2.4-Triazine-Ein Neuer Weg Zu 4-H-Acepinen. Tetrahedron Letters. El Sevier. Amsterdamn, NL, No. 59, Jan. 1, 1969, pp. 5171-5174.","NPL","Study NPL"
"D. NAVARRO, M. PRIETO, G. MOLAS: American Association for Cancer Research (AACR) - 106th Annual Meeting. Philadelphia, Pennsylvania, USA - April 18-22, 2015, DRUGS OF THE FUTURE, PROUS SCIENCE, ES, vol. 40, no. 5, 1 January 2015 (2015-01-01), ES, pages 341, XP055272384, ISSN: 0377-8282, DOI: 10.1358/dof.2015.040.05.2327641","NPL","Study NPL"
"Dorwald. A. Side Reactions in Organic Synthesis, Wiley:VCH, Weinheim p. IX of Preface, Wiley-VCH Verlag GmbH & Co. KGaA (2005).","NPL","Study NPL"
"European Search Report dated Mar. 29, 2017 for EP Application No. 14871152.6.","NPL","Study NPL"
"European Search Report dated Mar. 8, 2017 for EP Application No. 14842085.4.","NPL","Study NPL"
"European search report with written opinion dated Jul. 16, 2018 for EP application No. 16762264.","NPL","Study NPL"
"European search report with written opinion dated Aug. 24, 2018 for EP Application No. 16762394.","NPL","Study NPL"
"European search report with written opinion dated Nov. 22, 2018 for EP Application No. 18185557.","NPL","Study NPL"
"European search report with written opinion dated Nov. 22, 2018 for EP Application No. 18185565.","NPL","Study NPL"
"Freeman. Reaction of Cyanoacetamide and Some 2-Acylcyclanones. Jan. 1, 1969. pp. 3670-3672.","NPL","Study NPL"
"Gewald, et al. Reaktion von methylenaktiven Nitrilen und Cyanamid mit acylierten Enaminen//Reaction of Methylene Active Nitriles and Cyanamide with Acylated Enamines. Journal Fur Praktische Chemie: Practical Applications and Applied Chemistry: Covering All Aspects of Applied Chemistry, Wiley, DE, vol. 324, No. 6, Jan. 1, 1982, pp. 933-941.","NPL","Study NPL"
