Citation/Document Number,Type,Relation
"DE602016075076","Patent","Citation Family Member"
"PT3393468","Patent","Citation Family Member"
"SI3393468","Patent","Citation Family Member"
"JP2018537538","Patent","Citation Family Member"
"JP2018537539","Patent","Citation Family Member"
"JP2018538337","Patent","Citation Family Member"
"JP2019502741","Patent","Citation Family Member"
"HU060517","Patent","Citation Family Member"
"ES2907489","Patent","Citation Family Member"
"DK3393468","Patent","Citation Family Member"
"PL3393468","Patent","Citation Family Member"
"ES2935834","Patent","Citation Family Member"
"TR2022018925","Patent","Citation Family Member"
"KR20180119632","Patent","Citation Family Member"
"CN109196121","Patent","Citation Family Member"
"KR20210124535","Patent","Citation Family Member"
"CN114395624","Patent","Citation Family Member"
"IL261422","Patent","Citation Family Member"
"EP3423596","Patent","Citation Family Member"
"MX2018010361","Patent","Citation Family Member"
"HK40002842","Patent","Citation Family Member"
"HK40002960","Patent","Citation Family Member"
"HK40069361","Patent","Citation Family Member"
"EP4155415","Patent","Citation Family Member"
"JP2021008470","Patent","Citation Family Member"
"AU2017225854","Patent","Citation Family Member"
"CA3015528","Patent","Citation Family Member"
"US2018371099","Patent","Citation Family Member"
"US2022153861","Patent","Citation Family Member"
"MX399594","Patent","Citation Family Member"
"KR102500659","Patent","Citation Family Member"
"JP6821693","Patent","Citation Family Member"
"US11279767","Patent","Citation Family Member"
"US12331128","Patent","Citation Family Member"
"DE602017062126","Patent","Citation Family Member"
"JP2019513695","Patent","Citation Family Member"
"MA44978","Patent","Citation Family Member"
"TW201806616","Patent","Citation Family Member"
"TW201808330","Patent","Citation Family Member"
"CN109153723","Patent","Citation Family Member"
"CN109153724","Patent","Citation Family Member"
"KR20190007046","Patent","Citation Family Member"
"KR20190007488","Patent","Citation Family Member"
"ID201900422","Patent","Citation Family Member"
"ZA201807050","Patent","Citation Family Member"
"ZA201807051","Patent","Citation Family Member"
"PH2018502263","Patent","Citation Family Member"
"KR20210154266","Patent","Citation Family Member"
"KR20220153681","Patent","Citation Family Member"
"MY194085","Patent","Citation Family Member"
"TW202313113","Patent","Citation Family Member"
"CN116098997","Patent","Citation Family Member"
"CN116407627","Patent","Citation Family Member"
"TH1801006940","Patent","Citation Family Member"
"KR20230152804","Patent","Citation Family Member"
"TW202408578","Patent","Citation Family Member"
"NZ748192","Patent","Citation Family Member"
"MY208872","Patent","Citation Family Member"
"NZ788452","Patent","Citation Family Member"
"NZ788455","Patent","Citation Family Member"
"TW202612735","Patent","Citation Family Member"
"BR122022010109","Patent","Citation Family Member"
"BR122022010116","Patent","Citation Family Member"
"IL262561","Patent","Citation Family Member"
"IL262562","Patent","Citation Family Member"
"MX2018013848","Patent","Citation Family Member"
"WO17197259","Patent","Citation Family Member"
"WO2017197259","Patent","Citation Family Member"
"SG11201809554V","Patent","Citation Family Member"
"EP3455258","Patent","Citation Family Member"
"EP3455259","Patent","Citation Family Member"
"MX2018013847","Patent","Citation Family Member"
"EA201892604","Patent","Citation Family Member"
"EA201892605","Patent","Citation Family Member"
"CL2018003207","Patent","Citation Family Member"
"HK40002353","Patent","Citation Family Member"
"SG10202011110P","Patent","Citation Family Member"
"EP3932951","Patent","Citation Family Member"
"MX2022001120","Patent","Citation Family Member"
"MX2022001123","Patent","Citation Family Member"
"HK40065707","Patent","Citation Family Member"
"EP4180459","Patent","Citation Family Member"
"HK40092254","Patent","Citation Family Member"
"IL302924","Patent","Citation Family Member"
"BR112018073291","Patent","Citation Family Member"
"JP2022050618","Patent","Citation Family Member"
"JP2023123848","Patent","Citation Family Member"
"US2017327567","Patent","Citation Family Member"
"US2017327590","Patent","Citation Family Member"
"AU2017264959","Patent","Citation Family Member"
"AU2017264955","Patent","Citation Family Member"
"CA3023985","Patent","Citation Family Member"
"CA3023984","Patent","Citation Family Member"
"US2020010538","Patent","Citation Family Member"
"US2023227542","Patent","Citation Family Member"
"AU2024220021","Patent","Citation Family Member"
"IL318482","Patent","Citation Family Member"
"CA3305994","Patent","Citation Family Member"
"TWI755395","Patent","Citation Family Member"
"MX389733","Patent","Citation Family Member"
"TWI786044","Patent","Citation Family Member"
"MX397083","Patent","Citation Family Member"
"TWI822521","Patent","Citation Family Member"
"MX427788","Patent","Citation Family Member"
"TWI910495","Patent","Citation Family Member"
"KR102349056","Patent","Citation Family Member"
"RS62783","Patent","Citation Family Member"
"KR102464774","Patent","Citation Family Member"
"KR102470294","Patent","Citation Family Member"
"RS64014","Patent","Citation Family Member"
"RS64218","Patent","Citation Family Member"
"KR102595561","Patent","Citation Family Member"
"JP6999577","Patent","Citation Family Member"
"JP7054680","Patent","Citation Family Member"
"JP7313493","Patent","Citation Family Member"
"JP7624033","Patent","Citation Family Member"
"US10457725","Patent","Citation Family Member"
"US11505600","Patent","Citation Family Member"
"UA124151","Patent","Citation Family Member"
"DE602017047544","Patent","Citation Family Member"
"DE602017064534","Patent","Citation Family Member"
"DE602017066391","Patent","Citation Family Member"
"LT3455258","Patent","Citation Family Member"
"PT3455258","Patent","Citation Family Member"
"LT3932951","Patent","Citation Family Member"
"PT3932951","Patent","Citation Family Member"
"PT3455259","Patent","Citation Family Member"
"SMT202200015","Patent","Citation Family Member"
"SI3455258","Patent","Citation Family Member"
"HR20220014","Patent","Citation Family Member"
"HR20230236","Patent","Citation Family Member"
"SI3932951","Patent","Citation Family Member"
"SI3455259","Patent","Citation Family Member"
"HR20230517","Patent","Citation Family Member"
"MK12882","Patent","Citation Family Member"
"CY1124901","Patent","Citation Family Member"
"SMT202300070","Patent","Citation Family Member"
"JP2019515008","Patent","Citation Family Member"
"JP2019519499","Patent","Citation Family Member"
"MD3455258","Patent","Citation Family Member"
"HU057781","Patent","Citation Family Member"
"MD3932951","Patent","Citation Family Member"
"HU061417","Patent","Citation Family Member"
"MD3455259","Patent","Citation Family Member"
"HU061874","Patent","Citation Family Member"
"DK3455258","Patent","Citation Family Member"
"ES2899954","Patent","Citation Family Member"
"PL3455258","Patent","Citation Family Member"
"DK3932951","Patent","Citation Family Member"
"ES2938321","Patent","Citation Family Member"
"PL3932951","Patent","Citation Family Member"
"DK3455259","Patent","Citation Family Member"
"ES2943640","Patent","Citation Family Member"
"PL3455259","Patent","Citation Family Member"
"FI3455259","Patent","Citation Family Member"
"FI3932951","Patent","Citation Family Member"
"TR2021018797","Patent","Citation Family Member"
"TR2023001463","Patent","Citation Family Member"
"TR2023005134","Patent","Citation Family Member"
"CN109152838","Patent","Citation Family Member"
"WO17205213","Patent","Citation Family Member"
"WO2017205213","Patent","Citation Family Member"
"EP3463453","Patent","Citation Family Member"
"US2019160148","Patent","Citation Family Member"
"JP2019516767","Patent","Citation Family Member"
"KR20190015408","Patent","Citation Family Member"
"CN109476753","Patent","Citation Family Member"
"KR20230118713","Patent","Citation Family Member"
"KR20250107295","Patent","Citation Family Member"
"EP3464369","Patent","Citation Family Member"
"JP2022188071","Patent","Citation Family Member"
"JP2025081454","Patent","Citation Family Member"
"US2020325226","Patent","Citation Family Member"
"US2022315657","Patent","Citation Family Member"
"US2025382368","Patent","Citation Family Member"
"JP2019517511","Patent","Citation Family Member"
"A. Baumann, Early Development of Therapeutic Biologics-Pharmacokinetics, Current Drug Metabolism, 7, 15-21, 2006.","NPL","Study NPL"
"Agoram, Balaji M. et al., The role of mechanism-based pharmacokinetic-pharmacodynamic (PK-PD) modelling in translational research of biologics, Drug Discovery Today, 12(23/24), 1018-1024, 2007.","NPL","Study NPL"
"Ahamadi, M. et al., Model-Based Characterization of the Pharmacokinetics of Pembrolizumab: A Humanized Anti-PD-1 Monoclonal Antibody in Advanced Solid Tumor, CPT Pharmacometrics Syst. Pharmacol., 6, 49-57, 2017.","NPL","Study NPL"
"Ahmadzadeh et al., Tumor antigen-specific CD8 T cells infiltrating the tumor express high levels of PD-1 and are functionally impaired, Blood, 2009, 1537-1544, 114.","NPL","Study NPL"
"Azanza, J-R et al., Monoclonal antibodies: Pharmacokinetics as a basis for new dosage regimens?, J Oncol Pharm Practice, 0(0), 1-7, 2014.","NPL","Study NPL"
"Baert et al., Influence of Immunogenicity on the long term efficacy of Infliximab in Crohns disease, New England Journal Med., 2003, pp. 601-608, 348.","NPL","Study NPL"
"Bai, Shuang et al., A Guide to Rational Dosing of Monoclonal Antibodies, Clin Pharmacokinet, 51(2), 119-135, 2012.","NPL","Study NPL"
"Baselga, J. et al., Phase I Studies of Anti-Epidermal Growth Factor Receptor Chimeric Antibody C225 Alone and in Combination With Cisplatin, J Clin Oncol, 18, 904-914, 2000.","NPL","Study NPL"
"Bates, Adam et al., David vs. Goliath: The Structure, Function, and Clinical Prospects of Antibody Fragments, Antibodies, 8(2), 1-31, 2019.","NPL","Study NPL"
"Baxter, Laurence T. et al., Biodistribution of Monoclonal Antibodies: Scale-up from Mouse to Human Using a Physiologically Based Pharmacokinetic Model, Cancer Research, 55, 4611-4522, 1995.","NPL","Study NPL"
"Beniaminovitz et al., Prevention of rejection in cardiac transplantation by blockade of the interleukin 2 receptor with a monoclonal antibody, New England Journal of Medicine, 2000, pp. 613-619, 342.","NPL","Study NPL"
"Brahmer et al., Safety and Activity of Anti-PD-L1 Antibody in Patients with Advanced Cancer, the New England Journal of Medicine, 2012, pp. 2455-2465, vol. 366, No. 26.","NPL","Study NPL"
"Bruno, Rene et al., Population pharmacokinetics of trastuzumab in patients With HER2+ metastatic breast cancer, Cancer Chemother Pharmacol, 56, 361-369, 2005.","NPL","Study NPL"
"CADTH, Dosing and Timing of Immuno-Oncology Drugs, CADTH, N/A, 3 pages, 2020.","NPL","Study NPL"
"Cao, Yanguang et al., Second-generation minimal physiologically-based pharmacokinetic model for monoclonal antibodies, J Pharmacokinet Pharmacodyn, 40, 597-607, 2013.","NPL","Study NPL"
"Castellino, Alexander M., Pembrolizumab Flat Dosing Wastes Nearly $1 Billion Annually, Medscape Medical NewsConference NewsAmerican Society of Clinical Oncology (ASCO) 2017 Annual Meeting, 2017, 1-3, N/A.","NPL","Study NPL"
"Center for Drug Evaluation and Research, Clinical Pharmacology and Biopharmaceutics Review(s), Center for Drug Evaluation and Research, N/A, 1-43, 2014.","NPL","Study NPL"
"Chatterjee, M. et al., Systematic evaluation of pembrolizumab dosing in patients with advanced non-small-cell lung cancer, Annals of Oncology, 27, 1291-1298, 2015.","NPL","Study NPL"
"Chatterjee, MS et al., Population Pharmacokinetic/Pharmacodynamic Modeling of Tumor Size Dynamics in Pembrolizumab-Treated Advanced Melanoma, CPT Pharmacometrics Syst. Pharmacol., 6, 29-39, 2017.","NPL","Study NPL"
"Chen et al., PD-L1 Expression is Characteristic of a Subset of Aggressive B-cell Lymphomas and Virus-Associated Malignancies, Clinical Cancer Research, 2013, pp. 3462-3473, vol. 19.","NPL","Study NPL"
"Cooper, L J et al., Role of heavy chain constant domains in antibody-antigen interaction. Apparent specificity differences among streptococcal IgG antibodies expressing identical variable domains, J Immunol, 150(6), 2231-2242, 1993.","NPL","Study NPL"
"Dang, et al., Pembrolizumab for the treatment of PD-L1 positive advanced or metastatic non-small cell lung cancer, Expert Rev Anticancer Ther., vol. 16(1), pp. 13-20, 2016.","NPL","Study NPL"
"Dang, T.O. et al., Pembrolizumab for the treatment of PD-LI positive advanced or metastatic non-small cell lung cancer, Expert Review of Anticancer Therapy, 2015, 1-23, 11:43.","NPL","Study NPL"
"De Greef, R. et al., Pembrolizumab: Role of Modeling and Simulation in Bringing a Novel Immunotherapy to Patients With Melanoma, CPT Pharmacometrics Syst. Pharmacol., 6, 5-7, 2017.","NPL","Study NPL"
"Dirks, Nathanael L. et al., Population Pharmacokinetics of Therapeutic Monoclonal Antibodies, Clin Pharmacokinet, 49(10), 633-659, 2010.","NPL","Study NPL"
"Dong et al., Tumor-associated B7-H1 promotes T-cell apoptosis: A potential mechanism of immune evasion, Nature Medicine, 2002, pp. 793-800, vol. 8(8).","NPL","Study NPL"
"Elassaiss-Schaap, J. et al., Using Model-Based Learn and Confirm to Reveal the Pharmacokinetics-Pharmacodynamics Relationship of Pembrolizumab in the Keynote-001 Trial : Modeling of the PK/PD of Pembro in Keynote-001, CPT Pharmacometrics Syst. Pharmacol., 2017, 21-28, 6(1).","NPL","Study NPL"
"Ernstoff, Marc S., The clinical pharmacology of therapeutic monoclonal antibodies in the treatment of malignancy; have the magic bullets arrived?, British Journal of Clinical Pharmacology, vol. 6:1, pp. 6-19, May 22, 2008.","NPL","Study NPL"
"European Medicines Agency, Guideline on the Clinical Investigation of the Pharmacokinetics of Therapeutic Proteins, European Medicines Agency, CHMP/EWP/89249/2004, 11 pages, 2007.","NPL","Study NPL"
"FDA, Review Memo-Keytruda, FDA, N/A, 19 pages, 2020.","NPL","Study NPL"
"Food and Drug Administration, FDA approves new dosing regimen for pembrolizumab, Food and Drug Administration, N/A, 2 pages, 2020.","NPL","Study NPL"
"Food and Drug Administration, Guidance for Industry Population Pharmacokinetics, CP 1, N/A, 35 pages, 1999.","NPL","Study NPL"
"Freshwater et al., Evaluation of dosing strategy for pembrolizumab for oncology indications, Journal for ImmunoTherapy of Cancer, vol. 5, Article No. 43 (2017).","NPL","Study NPL"
"Freshwater, T. et al., Evaluation of dosing strategy for pembrolizumab for oncology indications, Journal for ImmunoTherapy of Cancer, 2017, 1-9, 5:43.","NPL","Study NPL"
"Gadiot et al., Overall Survival and PD-L1 Expression in Metastasized Malignant Melanoma, Cancer, 2011, 2192-2201, 117.","NPL","Study NPL"
"Gao et al., Overexpression of PD-L1 Significantly Associates with Tumor Aggressiveness and Postoperative Recurrence in Human Hepatocellular Carcinoma, Clinical Cancer Research, 2009, 971-979, 15.","NPL","Study NPL"
"Garon et al., Pembrolizumab for the Treatment of Non-Small-Cell Lung Cancer, the New England Journal of Medicine, 2015, pp. 2018-2028, vol. 372, No. 21.","NPL","Study NPL"
"Ghebeh et al., FOXP3+ Tregs and B7-H1+/PD-1+T lymphocytes co-infiltrate the tumor tissues of high-risk breast cancer patients: Implication for immunotherapy, BMC Cancer, 2008, 57-68, 8.","NPL","Study NPL"
"Ghebeh et al., The B7-H1 (PD-L1) T Lymphocyte-Inhibitory Molecule Is Expressed in Breast Cancer Patients with Infiltrating Ductal Carcinoma: Correlation with Important High-Risk Prognostic Factors, Neoplasia, 2006, 190-198, 8.","NPL","Study NPL"
"Ghosh et al., Natalizumab for active Crohns disease, New England J. Med., 2003, pp. 24-32, 348.","NPL","Study NPL"
"Glassman, Patrick M., et al., Physiologically-based modeling to predict the clinical behavior of monoclonal antibodies directed against lymphocyte antigens, MABS, vol. 9:2, pp. 297-306, 2017.","NPL","Study NPL"
"Goldstein, Daniel A. et al., A phamacoeconomic analysis of personalized dosing versus fixed dosing of pembrolizumab in first-line PD-LI positive non-small cell lung cancer, Journal of Clinical Oncology, 2017, Abstract 9013, 35 (Suppl. 15).","NPL","Study NPL"
"Grimwood, Sarah et al., Target site occupancy: Emerging generalizations from clinical and preclinical studies, Pharmacology & Therapeutics, 122, 281-301, 2009.","NPL","Study NPL"
"Hamanishi et al., Programmed cell death 1 ligand 1 and tumor-infiltrating CD8+ T lymphocytes are prognostic factors of human ovarian cancer, Proceedings of the National Academy of Sciences USA, 2007, 3360-3365, 104.","NPL","Study NPL"
"Hamid et al., Safety and Tumor Responses with Lambrolizumab (Anti-PD-1) in Melanoma, New Eng. J. Med., 2013, 134-144, 369(2).","NPL","Study NPL"
"Hamid, Omid et al., Randomized comparison of two doses of the anti-PD-1 monoclonal antibody MK-3475 for ipilimumab-refractory (IPIR) and IPI-naive (IPI-N) melanoma (MEL), Journal of Clinical Oncology, 32(Suppl15), Abstract 3000, 3 pages, 2014.","NPL","Study NPL"
"Hansel, Trevor T., et al., The safety and side effects of monoclonal antibodies, Nature Reviews Drug Discovery, vol. 9, pp. 325-338, Apr. 2010.","NPL","Study NPL"
"Hendrikx, Jeroen J.M.A. et al., Fixed Dosing of Monoclonal Antibodies in Oncology, the Oncologist, 22, 1212-1221, 2017.","NPL","Study NPL"
"Herbst, Roy S et al., Pembrolizumab versus docetaxel for previously treated, PD-L1-positive, advanced non-small-cell lung cancer (Keynote-010): a randomised controlled trial, Lancet, 387, 1540-1550, 2016.","NPL","Study NPL"
"Hino et al., Tumor cell expression of programmed cell death-1 ligand 1 is a prognostic factor for malignant melanoma, Cancer, 2010, 1757-1766, 116(7).","NPL","Study NPL"
"Inman et al., PD-L1 (B7-H1) expression by urothelial carcinoma of the bladder and BCG-induced granulomata: associations with localized stage progression, Cancer, 2007, 1499-1505, 109.","NPL","Study NPL"
"Jain, Rajul K. et al., Phase I Oncology Studies: Evidence That in the Era of Targeted Therapies Patients on Lower Doses Do Not Fare Worse, American Association for Cancer Research., vol. 16(4), pp. 1289-1297, 2010.","NPL","Study NPL"
"Jiunn H. Lin, Pharmacokinetics of Biotech Drugs: Peptides, Proteins and Monoclonal Antibodies, Current Drug Metabolism, 10, 661-691, 2009.","NPL","Study NPL"
"Jones, Hannah M. et al., A Physiologically-Based Pharmacokinetic Model for the Prediction of Monoclonal Antibody Pharmacokinetics From In Vitro Data, CPT Pharmacometrics Syst. Pharmacol., 8, 738-747, 2019.","NPL","Study NPL"
"Keizer, Ron J. et al., Clinical Pharmacokinetics of Therapeutic Monoclonal Antibodies, Clin Pharmacokinet, 49(8), 493-507, 2010.","NPL","Study NPL"
"Kontermann, Roland, Strategies to Extend Plasma Half-Lives of Recombinant Antibodies, Biodrugs, 23(2), 93-109, 2009.","NPL","Study NPL"
"Koren, E. et al., Immune Responses to Therapeutic Proteins in Humans-Clinical Significance, Assessment and Prediction, Current Pharmaceutical Biotechnology, 3, 349-360, 2002.","NPL","Study NPL"
"Kwok, Gerry et al., Pembrolizumab (Keytruda), Human Vaccines & Immunotherapeutics, 2016, 2777-2789, 12:11.","NPL","Study NPL"
"Lala, Mallika et al., A six-weekly dosing schedule for pembrolizumab in patients with cancer based on evaluation using modelling and simulation, European Journal of Cancer, 2020, 68-75, 131.","NPL","Study NPL"
"Lee, Jean W et al., Bioanalysis of target biomarker and PK/PD relevancy during the development of biotherapeutics, Bioanalysis, 4(20), 2513-2523, 2012.","NPL","Study NPL"
"Liang, Wei-Ching et al., Dramatic activation of an antibody by a single amino acid change in framework, Scientific Reports, 11:22365, 1-9, 2021.","NPL","Study NPL"
"Li, Hongshan et al., Time dependent pharmacokinetics of pembrolizumab in patients with solid tumor and its correlation with best overall response, J Pharmacokinet Pharmacodyn, 44, 403-414, 2017.","NPL","Study NPL"
"Lindauer, A et al., Translational Pharmacokinetic/Pharmacodynamic Modeling of Tumor Growth Inhibition Supports Dose-Range Selection of the Anti-PD-1 Antibody Pembrolizumab, CPT Pharmacometrics Syst. Pharmacol., 6, 11-20, 2017.","NPL","Study NPL"
"Lipsky et al., Infliximab and methotrexate in the treatment of rheumatoid arthritis, New England Journal of Medicine, 2000, pp. 1594-1602, 343.","NPL","Study NPL"
"Li, Tommy R. et al., Pivotal Dose of Pembrolizumab: A Dose-Finding Strategy for Immuno-Oncology, Clinical Pharmacology & Therapeutics, 110(1), 200-209, 2021.","NPL","Study NPL"
"Lobo, Evelyn D. et al., Antibody Pharmacokinetics and Pharmacodynamics, J Pharm Sci, 93(11), 2645-2668, 2004.","NPL","Study NPL"
"Lynch, Carmel M. et al., Practical considerations for nonclinical safety evaluation of therapeutic monoclonal antibodies, mAbs, 1:1, 2-11, 2009.","NPL","Study NPL"
"Marianne J. H. Van Vugt, et al., Immunogenicity of pembrolizumab in patients with advanced tumors, Journal for Immuno Therapy of Cancer, 7:212, 1-8, 2019.","NPL","Study NPL"
"Mathijssen, Ron H. J., et al., Determining the optimal dose in the development of anticancer agents, Nature Reviews Clinical Oncology, vol. 11, pp. 272-281, May 2014.","NPL","Study NPL"
"McDermott, et al., PD-1 as a potential target in cancer therapy, Cancer Medicine, pp. 662-673, 2013, WO.","NPL","Study NPL"
"Milgrom et al., Treatment of allergic asthma with monoclonal anti IgE antibody, New England Journal Med., 1999, pp. 1966-1973, 341.","NPL","Study NPL"
"Montano, R.F. et al., Influence of the isotype of the light chain on the properties of IgG, the Journal of Immunology, 168, 224-231, 2002.","NPL","Study NPL"
"Mould, Diane R et al., The pharmacokinetics and pharmacodynamics of monoclonal antibodies-mechanistic modeling applied to drug development, Current Opinion in Drug Discovery & Development, 10(1), 84-96, 2007.","NPL","Study NPL"
"Mould, D. R. et al., Basic Concepts in Population Modeling, Simulation, and Model-Based Drug Development, CPT: Pharmacometrics & Systems Pharmacology, 1:e6, 1-14, 2012.","NPL","Study NPL"
"Mould, DR et al., Basic Concepts in Population Modeling, Simulation, and Model-Based Drug Development-Part 2: Introduction to Pharmacokinetic Modeling Methods, CPT: Pharmacometrics & Systems Pharmacology, 2(e38), 1-14, 2013.","NPL","Study NPL"
"Nakanishi et al., Overexpression of B7-H1 (PD-L1) significantly associates with tumor grade and postoperative prognosis in human urothelial cancers, Cancer Immunol. Immunother., 2007, 1173-1182, 56.","NPL","Study NPL"
"Newsome, Barrett W. et al., The clinical pharmacology of therapeutic monoclonal antibodies in the treatment of malignancy; have the magic bullets arrived?, Br J Clin Pharmacol, 66:1, 6-19, 2008.","NPL","Study NPL"
"Nghiem, Paul T., et al., PD-1 blockade with pembrolizumab in advanced Merkel-cell carcinoma, N Engl J Med, 374;26, 2542-2552, 2016.","NPL","Study NPL"
"Nomi et al., Clinical Significance and Therapeutic Potential of the Programmed Death-1 Ligand/Programmed Death-1 Pathway in Human Pancreatic Cancer, Clinical Cancer Research, 2007, pp. 2151-2157, vol. 13.","NPL","Study NPL"
"Ohigashi et al., Clinical Significance of Programmed Death-1 Ligand-1 and Programmed Death-1 Ligand-2 Expression in Human Esophageal Cancer, Clin. Cancer Research, 2005, 2947-2953, 11.","NPL","Study NPL"
"<othercit>A. Baumann, Early Development of Therapeutic Biologics-Pharmacokinetics, Current Drug Metabolism, 7, 15-21, 2006.</othercit>","NPL","Study NPL"
"<othercit>Agoram, Balaji M. et al., The role of mechanism-based pharmacokinetic-pharmacodynamic (PK-PD) modelling in translational research of biologics, Drug Discovery Today, 12(23/24), 1018-1024, 2007.</othercit>","NPL","Study NPL"
"<othercit>Ahamadi, M. et al., Model-Based Characterization of the Pharmacokinetics of Pembrolizumab: A Humanized Anti-PD-1 Monoclonal Antibody in Advanced Solid Tumor, CPT Pharmacometrics Syst. Pharmacol., 6, 49-57, 2017.</othercit>","NPL","Study NPL"
"<othercit>Ahmadzadeh et al., Tumor antigen-specific CD8 T cells infiltrating the tumor express high levels of PD-1 and are functionally impaired, Blood, 2009, 1537-1544, 114.</othercit>","NPL","Study NPL"
"<othercit>Azanza, J-R et al., Monoclonal antibodies: Pharmacokinetics as a basis for new dosage regimens?, J Oncol Pharm Practice, 0(0), 1-7, 2014.</othercit>","NPL","Study NPL"
"<othercit>Baert et al., Influence of Immunogenicity on the long term efficacy of Infliximab in Crohns disease, New England Journal Med., 2003, pp. 601-608, 348.</othercit>","NPL","Study NPL"
"<othercit>Bai, Shuang et al., A Guide to Rational Dosing of Monoclonal Antibodies, Clin Pharmacokinet, 51(2), 119-135, 2012.</othercit>","NPL","Study NPL"
"<othercit>Baselga, J. et al., Phase I Studies of Anti-Epidermal Growth Factor Receptor Chimeric Antibody C225 Alone and in Combination With Cisplatin, J Clin Oncol, 18, 904-914, 2000.</othercit>","NPL","Study NPL"
"<othercit>Bates, Adam et al., David vs. Goliath: The Structure, Function, and Clinical Prospects of Antibody Fragments, Antibodies, 8(2), 1-31, 2019.</othercit>","NPL","Study NPL"
"<othercit>Baxter, Laurence T. et al., Biodistribution of Monoclonal Antibodies: Scale-up from Mouse to Human Using a Physiologically Based Pharmacokinetic Model, Cancer Research, 55, 4611-4522, 1995.</othercit>","NPL","Study NPL"
"<othercit>Beniaminovitz et al., Prevention of rejection in cardiac transplantation by blockade of the interleukin 2 receptor with a monoclonal antibody, New England Journal of Medicine, 2000, pp. 613-619, 342.</othercit>","NPL","Study NPL"
"<othercit>Brahmer et al., Safety and Activity of Anti-PD-L1 Antibody in Patients with Advanced Cancer, the New England Journal of Medicine, 2012, pp. 2455-2465, vol. 366, No. 26.</othercit>","NPL","Study NPL"
"<othercit>Bruno, Rene et al., Population pharmacokinetics of trastuzumab in patients With HER2+ metastatic breast cancer, Cancer Chemother Pharmacol, 56, 361-369, 2005.</othercit>","NPL","Study NPL"
"<othercit>CADTH, Dosing and Timing of Immuno-Oncology Drugs, CADTH, N/A, 3 pages, 2020.</othercit>","NPL","Study NPL"
"<othercit>Cao, Yanguang et al., Second-generation minimal physiologically-based pharmacokinetic model for monoclonal antibodies, J Pharmacokinet Pharmacodyn, 40, 597-607, 2013.</othercit>","NPL","Study NPL"
"<othercit>Castellino, Alexander M., Pembrolizumab Flat Dosing Wastes Nearly $1 Billion Annually, Medscape Medical NewsConference NewsAmerican Society of Clinical Oncology (ASCO) 2017 Annual Meeting, 2017, 1-3, N/A.</othercit>","NPL","Study NPL"
"<othercit>Center for Drug Evaluation and Research, Clinical Pharmacology and Biopharmaceutics Review(s), Center for Drug Evaluation and Research, N/A, 1-43, 2014.</othercit>","NPL","Study NPL"
"<othercit>Chatterjee, M. et al., Systematic evaluation of pembrolizumab dosing in patients with advanced non-small-cell lung cancer, Annals of Oncology, 27, 1291-1298, 2015.</othercit>","NPL","Study NPL"
"<othercit>Chatterjee, MS et al., Population Pharmacokinetic/Pharmacodynamic Modeling of Tumor Size Dynamics in Pembrolizumab-Treated Advanced Melanoma, CPT Pharmacometrics Syst. Pharmacol., 6, 29-39, 2017.</othercit>","NPL","Study NPL"
"<othercit>Chen et al., PD-L1 Expression is Characteristic of a Subset of Aggressive B-cell Lymphomas and Virus-Associated Malignancies, Clinical Cancer Research, 2013, pp. 3462-3473, vol. 19.</othercit>","NPL","Study NPL"
"<othercit>Cooper, L J et al., Role of heavy chain constant domains in antibody-antigen interaction. Apparent specificity differences among streptococcal IgG antibodies expressing identical variable domains, J Immunol, 150(6), 2231-2242, 1993.</othercit>","NPL","Study NPL"
"<othercit>Dang, et al., Pembrolizumab for the treatment of PD-L1 positive advanced or metastatic non-small cell lung cancer, Expert Rev Anticancer Ther., vol. 16(1), pp. 13-20, 2016.</othercit>","NPL","Study NPL"
"<othercit>Dang, T.O. et al., Pembrolizumab for the treatment of PD-LI positive advanced or metastatic non-small cell lung cancer, Expert Review of Anticancer Therapy, 2015, 1-23, 11:43.</othercit>","NPL","Study NPL"
"<othercit>De Greef, R. et al., Pembrolizumab: Role of Modeling and Simulation in Bringing a Novel Immunotherapy to Patients With Melanoma, CPT Pharmacometrics Syst. Pharmacol., 6, 5-7, 2017.</othercit>","NPL","Study NPL"
"<othercit>Dirks, Nathanael L. et al., Population Pharmacokinetics of Therapeutic Monoclonal Antibodies, Clin Pharmacokinet, 49(10), 633-659, 2010.</othercit>","NPL","Study NPL"
"<othercit>Dong et al., Tumor-associated B7-H1 promotes T-cell apoptosis: A potential mechanism of immune evasion, Nature Medicine, 2002, pp. 793-800, vol. 8(8).</othercit>","NPL","Study NPL"
"<othercit>Elassaiss-Schaap, J. et al., Using Model-Based Learn and Confirm to Reveal the Pharmacokinetics-Pharmacodynamics Relationship of Pembrolizumab in the Keynote-001 Trial : Modeling of the PK/PD of Pembro in Keynote-001, CPT Pharmacometrics Syst. Pharmacol., 2017, 21-28, 6(1).</othercit>","NPL","Study NPL"
"<othercit>Ernstoff, Marc S., The clinical pharmacology of therapeutic monoclonal antibodies in the treatment of malignancy; have the magic bullets arrived?, British Journal of Clinical Pharmacology, vol. 6:1, pp. 6-19, May 22, 2008.</othercit>","NPL","Study NPL"
"<othercit>European Medicines Agency, Guideline on the Clinical Investigation of the Pharmacokinetics of Therapeutic Proteins, European Medicines Agency, CHMP/EWP/89249/2004, 11 pages, 2007.</othercit>","NPL","Study NPL"
