Citation/Document Number,Type,Relation
"NZ518589","Patent","Citation Family Member"
"PL366342","Patent","Citation Family Member"
"AU782820","Patent","Citation Family Member"
"RU2260008","Patent","Citation Family Member"
"CN1769282","Patent","Citation Family Member"
"CN1769283","Patent","Citation Family Member"
"IL148880","Patent","Citation Family Member"
"CN100374435","Patent","Citation Family Member"
"CN100422172","Patent","Citation Family Member"
"CN100422173","Patent","Citation Family Member"
"PA8503201","Patent","Citation Family Member"
"AT422494","Patent","Citation Family Member"
"ES2320525","Patent","Citation Family Member"
"CO5200835","Patent","Citation Family Member"
"EE05258","Patent","Citation Family Member"
"IL193367","Patent","Citation Family Member"
"IL193368","Patent","Citation Family Member"
"CA2385817","Patent","Citation Family Member"
"TH59382","Patent","Citation Family Member"
"SK287417","Patent","Citation Family Member"
"PL205957","Patent","Citation Family Member"
"US7977333","Patent","Citation Family Member"
"PE06072001","Patent","Citation Family Member"
"US2011263597","Patent","Citation Family Member"
"BG65860","Patent","Citation Family Member"
"MY143377","Patent","Citation Family Member"
"MY143580","Patent","Citation Family Member"
"PH2006000043","Patent","Citation Family Member"
"PH2006000045","Patent","Citation Family Member"
"AR025752","Patent","Citation Family Member"
"MY135058","Patent","Citation Family Member"
"JP4919567","Patent","Citation Family Member"
"HK1091818","Patent","Citation Family Member"
"HK1091819","Patent","Citation Family Member"
"IN253716","Patent","Citation Family Member"
"GT200000158","Patent","Citation Family Member"
"AR082231","Patent","Citation Family Member"
"AR082232","Patent","Citation Family Member"
"YU22902","Patent","Citation Family Member"
"RU2002111414","Patent","Citation Family Member"
"RS50369","Patent","Citation Family Member"
"VN10903","Patent","Citation Family Member"
"CZ304767","Patent","Citation Family Member"
"HU230223","Patent","Citation Family Member"
"MXPA02003156","Patent","Citation Family Member"
"DOP2000000070","Patent","Citation Family Member"
"CL2004002326","Patent","Citation Family Member"
"CL2004002327","Patent","Citation Family Member"
"CL2000002607","Patent","Citation Family Member"
"CL46171","Patent","Citation Family Member"
"CL53306","Patent","Citation Family Member"
"CL52728","Patent","Citation Family Member"
"TH71223","Patent","Citation Family Member"
"PE20010607","Patent","Citation Family Member"
"UA75053","Patent","Citation Family Member"
"DE60041548","Patent","Citation Family Member"
"MX283655","Patent","Citation Family Member"
"KR20080086547","Patent","Citation Family Member"
"KR20080091505","Patent","Citation Family Member"
"KR20020038775","Patent","Citation Family Member"
"KR100890473","Patent","Citation Family Member"
"KR100895571","Patent","Citation Family Member"
"KR100895572","Patent","Citation Family Member"
"WO04044788","Patent","Citation Family Member"
"WO2004044788","Patent","Citation Family Member"
"AU2003288271","Patent","Citation Family Member"
"BRPI0313899","Patent","Citation Family Member"
"EP1570388","Patent","Citation Family Member"
"CN1703703","Patent","Citation Family Member"
"MA27489","Patent","Citation Family Member"
"AT385332","Patent","Citation Family Member"
"ES2298598","Patent","Citation Family Member"
"DE60318959","Patent","Citation Family Member"
"ITSV20020056","Patent","Citation Family Member"
"IN206467","Patent","Citation Family Member"
"CA2500797","Patent","Citation Family Member"
"KR20050083751","Patent","Citation Family Member"
"KR100735949","Patent","Citation Family Member"
"US2006161416","Patent","Citation Family Member"
"US2004213795","Patent","Citation Family Member"
"AU2003288675","Patent","Citation Family Member"
"EP1576014","Patent","Citation Family Member"
"BRPI0316880","Patent","Citation Family Member"
"NO20053389","Patent","Citation Family Member"
"CN1753912","Patent","Citation Family Member"
"US2006210567","Patent","Citation Family Member"
"US2008311117","Patent","Citation Family Member"
"US2010028330","Patent","Citation Family Member"
"IN239794","Patent","Citation Family Member"
"IL169152","Patent","Citation Family Member"
"JP2010189395","Patent","Citation Family Member"
"AU2010235966","Patent","Citation Family Member"
"CN101899114","Patent","Citation Family Member"
"AT514713","Patent","Citation Family Member"
"ES2367430","Patent","Citation Family Member"
"US8088905","Patent","Citation Family Member"
"HK1083510","Patent","Citation Family Member"
"JP2006521783","Patent","Citation Family Member"
"JP4511943","Patent","Citation Family Member"
"CA2508660","Patent","Citation Family Member"
"NO336442","Patent","Citation Family Member"
"MXPA05006828","Patent","Citation Family Member"
"DE60337572","Patent","Citation Family Member"
"MX266969","Patent","Citation Family Member"
"WO04081047","Patent","Citation Family Member"
"WO2004081047","Patent","Citation Family Member"
"AU2004220156","Patent","Citation Family Member"
"EP1607404","Patent","Citation Family Member"
"RU2005131842","Patent","Citation Family Member"
"NO20054351","Patent","Citation Family Member"
"CN1761682","Patent","Citation Family Member"
"RU2312109","Patent","Citation Family Member"
"IN229737","Patent","Citation Family Member"
"HK1088612","Patent","Citation Family Member"
"US2006252105","Patent","Citation Family Member"
"MXPA05009751","Patent","Citation Family Member"
"JP2004081047","Patent","Citation Family Member"
"MX267900","Patent","Citation Family Member"
"CA2519105","Patent","Citation Family Member"
"KR20050108389","Patent","Citation Family Member"
"BRPI0208627","Patent","Citation Family Member"
"EP1385551","Patent","Citation Family Member"
"JP2004525950","Patent","Citation Family Member"
"NO20034433","Patent","Citation Family Member"
"US2002183239","Patent","Citation Family Member"
"US2002183240","Patent","Citation Family Member"
"PL363991","Patent","Citation Family Member"
"CN1545419","Patent","Citation Family Member"
"US2005187184","Patent","Citation Family Member"
"US2006035904","Patent","Citation Family Member"
"NZ540047","Patent","Citation Family Member"
"UA78509","Patent","Citation Family Member"
"AR033012","Patent","Citation Family Member"
"CN1309421","Patent","Citation Family Member"
"AU2007242958","Patent","Citation Family Member"
"HU304093","Patent","Citation Family Member"
"AT406892","Patent","Citation Family Member"
"DK1385551","Patent","Citation Family Member"
"SI1385551","Patent","Citation Family Member"
"ES2312568","Patent","Citation Family Member"
"PT1385551","Patent","Citation Family Member"
"ZA200308640","Patent","Citation Family Member"
"TWI233359","Patent","Citation Family Member"
"TWI296196","Patent","Citation Family Member"
"EA010184","Patent","Citation Family Member"
"AR035450","Patent","Citation Family Member"
"HU0304093","Patent","Citation Family Member"
"HK1060062","Patent","Citation Family Member"
"IL157898","Patent","Citation Family Member"
"AU2002257123","Patent","Citation Family Member"
"MXPA03009092","Patent","Citation Family Member"
"SG152906","Patent","Citation Family Member"
"CL2002000676","Patent","Citation Family Member"
"CL2002000677","Patent","Citation Family Member"
"EA200301091","Patent","Citation Family Member"
"ECSP034790","Patent","Citation Family Member"
"DE60228699","Patent","Citation Family Member"
"KR20040007491","Patent","Citation Family Member"
"KR100862178","Patent","Citation Family Member"
"CA2442849","Patent","Citation Family Member"
"US2006035951","Patent","Citation Family Member"
"AU2004268948","Patent","Citation Family Member"
"EP1664032","Patent","Citation Family Member"
"NO20060665","Patent","Citation Family Member"
"CN1839130","Patent","Citation Family Member"
"RU2006108791","Patent","Citation Family Member"
"TW200524911","Patent","Citation Family Member"
"JP2007502820","Patent","Citation Family Member"
"BRPI0413785","Patent","Citation Family Member"
"US2008221187","Patent","Citation Family Member"
"AT413395","Patent","Citation Family Member"
"DE602004017623","Patent","Citation Family Member"
"TH82336","Patent","Citation Family Member"
"AR045389","Patent","Citation Family Member"
"JP4795237","Patent","Citation Family Member"
"HK1091765","Patent","Citation Family Member"
"UA84712","Patent","Citation Family Member"
"MXPA06002017","Patent","Citation Family Member"
"AP2006003553","Patent","Citation Family Member"
"CA2536151","Patent","Citation Family Member"
"IL173616","Patent","Citation Family Member"
"KR20060115346","Patent","Citation Family Member"
"AU2004200566","Patent","Citation Family Member"
"HU0600871","Patent","Citation Family Member"
"ZA200105751","Patent","Citation Family Member"
"US7351834","Patent","Citation Family Member"
"US2008153823","Patent","Citation Family Member"
"US2008032979","Patent","Citation Family Member"
"US2003181442","Patent","Citation Family Member"
"US2003139605","Patent","Citation Family Member"
"US2002165394","Patent","Citation Family Member"
"US2002137774","Patent","Citation Family Member"
"US2002042517","Patent","Citation Family Member"
"US2001034447","Patent","Citation Family Member"
"US2001027202","Patent","Citation Family Member"
"US2001016659","Patent","Citation Family Member"
"US2001011136","Patent","Citation Family Member"
"US2001011135","Patent","Citation Family Member"
"TR200102020","Patent","Citation Family Member"
"SV2001000004","Patent","Citation Family Member"
"SK285532","Patent","Citation Family Member"
"SK200100988","Patent","Citation Family Member"
"SI1140840","Patent","Citation Family Member"
"RU2319693","Patent","Citation Family Member"
"PT1140840","Patent","Citation Family Member"
"PL360085","Patent","Citation Family Member"
"PA8489701","Patent","Citation Family Member"
"NZ556598","Patent","Citation Family Member"
"NO321059","Patent","Citation Family Member"
"NO2007002","Patent","Citation Family Member"
"NO20055863","Patent","Citation Family Member"
"NO20013463","Patent","Citation Family Member"
"NL300242","Patent","Citation Family Member"
"MA26038","Patent","Citation Family Member"
"LU91280","Patent","Citation Family Member"
"KR20070020158","Patent","Citation Family Member"
"JP2006328075","Patent","Citation Family Member"
"JP2003526613","Patent","Citation Family Member"
"IL144030","Patent","Citation Family Member"
"HU225780","Patent","Citation Family Member"
"HU0300866","Patent","Citation Family Member"
"HR20010580","Patent","Citation Family Member"
"HK1045504","Patent","Citation Family Member"
"GT200000002","Patent","Citation Family Member"
"ES2272203","Patent","Citation Family Member"
"ES2255971","Patent","Citation Family Member"
"EP1690853","Patent","Citation Family Member"
"EP1140840","Patent","Citation Family Member"
"EE200100368","Patent","Citation Family Member"
"DK1140840","Patent","Citation Family Member"
"DE60026822","Patent","Citation Family Member"
"DE122006000059","Patent","Citation Family Member"
"DE05028442","Patent","Citation Family Member"
"CZ299125","Patent","Citation Family Member"
"CZ20012489","Patent","Citation Family Member"
"CU23213","Patent","Citation Family Member"
"CN1721397","Patent","Citation Family Member"
"CN1341098","Patent","Citation Family Member"
"CN1219764","Patent","Citation Family Member"
"CA2549558","Patent","Citation Family Member"
"CA2359510","Patent","Citation Family Member"
"BRPI0007487","Patent","Citation Family Member"
"BG65158","Patent","Citation Family Member"
"BG105763","Patent","Citation Family Member"
"AU200025016","Patent","Citation Family Member"
"AT321027","Patent","Citation Family Member"
"UY26038","Patent","Citation Family Member"
"UA73731","Patent","Citation Family Member"
"WO0041698","Patent","Citation Family Member"
"WO2000041698","Patent","Citation Family Member"
"US2008027061","Patent","Citation Family Member"
"US2003105091","Patent","Citation Family Member"
"US2002065296","Patent","Citation Family Member"
"JP2002534468","Patent","Citation Family Member"
"IL144144","Patent","Citation Family Member"
"EP1158985","Patent","Citation Family Member"
"AU200027250","Patent","Citation Family Member"
"WO02085859","Patent","Citation Family Member"
"WO2002085859","Patent","Citation Family Member"
"EP1379507","Patent","Citation Family Member"
"WO02062763","Patent","Citation Family Member"
"WO2002062763","Patent","Citation Family Member"
"AU2002238042","Patent","Citation Family Member"
"AU2004200722","Patent","Citation Family Member"
"US7528255","Patent","Citation Family Member"
"US2009118268","Patent","Citation Family Member"
"TWI269791","Patent","Citation Family Member"
"CN100522934","Patent","Citation Family Member"
"CO5170439","Patent","Citation Family Member"
"EG24407","Patent","Citation Family Member"
"EE04913","Patent","Citation Family Member"
"AT460398","Patent","Citation Family Member"
"PT1690853","Patent","Citation Family Member"
"DK1690853","Patent","Citation Family Member"
"JP4472669","Patent","Citation Family Member"
"TH51757","Patent","Citation Family Member"
"SI1690853","Patent","Citation Family Member"
"AR035310","Patent","Citation Family Member"
"SK287419","Patent","Citation Family Member"
"UY32230","Patent","Citation Family Member"
"US7897623","Patent","Citation Family Member"
"EP2298311","Patent","Citation Family Member"
"US7928239","Patent","Citation Family Member"
"CA2443952","Patent","Citation Family Member"
"AR077485","Patent","Citation Family Member"
"AT520663","Patent","Citation Family Member"
"EP2386545","Patent","Citation Family Member"
"BG109688","Patent","Citation Family Member"
"BG65945","Patent","Citation Family Member"
"JP3845792","Patent","Citation Family Member"
"CZ302846","Patent","Citation Family Member"
"IN215758","Patent","Citation Family Member"
"ES2372020","Patent","Citation Family Member"
"AT538794","Patent","Citation Family Member"
"US8124630","Patent","Citation Family Member"
"MY138897","Patent","Citation Family Member"
"AU2002256259","Patent","Citation Family Member"
"ES2377847","Patent","Citation Family Member"
"AT556713","Patent","Citation Family Member"
"US2012142742","Patent","Citation Family Member"
"ES2384160","Patent","Citation Family Member"
"HK1062440","Patent","Citation Family Member"
"HK1087689","Patent","Citation Family Member"
"JP2004537511","Patent","Citation Family Member"
"JP4359817","Patent","Citation Family Member"
"HK1042251","Patent","Citation Family Member"
"YU49101","Patent","Citation Family Member"
"RU2001122818","Patent","Citation Family Member"
"CA2359244","Patent","Citation Family Member"
"PL215029","Patent","Citation Family Member"
"ME36908","Patent","Citation Family Member"
"HK1155944","Patent","Citation Family Member"
"US8841330","Patent","Citation Family Member"
"US2014329866","Patent","Citation Family Member"
"TNSN00010","Patent","Citation Family Member"
"CY1110177","Patent","Citation Family Member"
"KR20110063595","Patent","Citation Family Member"
"KR101091101","Patent","Citation Family Member"
"HN2000000007","Patent","Citation Family Member"
"MXPA03009649","Patent","Citation Family Member"
"NO337326","Patent","Citation Family Member"
"DE60047184","Patent","Citation Family Member"
"CL2000000071","Patent","Citation Family Member"
"CL49174","Patent","Citation Family Member"
"DE60240799","Patent","Citation Family Member"
"DE60046790","Patent","Citation Family Member"
"BRPI0017535","Patent","Citation Family Member"
"ME00275","Patent","Citation Family Member"
"RS51497","Patent","Citation Family Member"
"GT200000002A","Patent","Citation Family Member"
"HK1160131","Patent","Citation Family Member"
"HU230863","Patent","Citation Family Member"
"TH69396","Patent","Citation Family Member"
"DE60044004","Patent","Citation Family Member"
"MX297383","Patent","Citation Family Member"
"MX297696","Patent","Citation Family Member"
"CY1105286","Patent","Citation Family Member"
"KR20010103738","Patent","Citation Family Member"
"KR100719166","Patent","Citation Family Member"
"CY2007002","Patent","Citation Family Member"
"WO05118565","Patent","Citation Family Member"
"WO2005118565","Patent","Citation Family Member"
"AU2005250487","Patent","Citation Family Member"
"EP1771431","Patent","Citation Family Member"
"CN1993342","Patent","Citation Family Member"
"US2007244187","Patent","Citation Family Member"
"IL180252","Patent","Citation Family Member"
"CN101899026","Patent","Citation Family Member"
"US2012029213","Patent","Citation Family Member"
"JP2008501715","Patent","Citation Family Member"
"EP2522663","Patent","Citation Family Member"
"US2012309988","Patent","Citation Family Member"
"JP2013056923","Patent","Citation Family Member"
"US8445701","Patent","Citation Family Member"
"JP5226304","Patent","Citation Family Member"
"US2013237711","Patent","Citation Family Member"
"CA2822994","Patent","Citation Family Member"
"US8618313","Patent","Citation Family Member"
"IN259543","Patent","Citation Family Member"
"CA2567984","Patent","Citation Family Member"
"US2014163242","Patent","Citation Family Member"
"US2014221635","Patent","Citation Family Member"
"KR101434673","Patent","Citation Family Member"
"US8884031","Patent","Citation Family Member"
"KR20070030260","Patent","Citation Family Member"
"USRE45324","Patent","Citation Family Member"
"US8975422","Patent","Citation Family Member"
"JP2015061845","Patent","Citation Family Member"
"JP5705814","Patent","Citation Family Member"
"HR20150543","Patent","Citation Family Member"
"US2015232490","Patent","Citation Family Member"
"CN104876896","Patent","Citation Family Member"
"SI2522663","Patent","Citation Family Member"
"RS54054","Patent","Citation Family Member"
"EP2949652","Patent","Citation Family Member"
"IL227402","Patent","Citation Family Member"
"IL227474","Patent","Citation Family Member"
"US9303050","Patent","Citation Family Member"
"DE602005046237","Patent","Citation Family Member"
"JP5964926","Patent","Citation Family Member"
"CA2935786","Patent","Citation Family Member"
"JP2016183171","Patent","Citation Family Member"
"JP6138316","Patent","Citation Family Member"
"JP2017141241","Patent","Citation Family Member"
"TR201506544","Patent","Citation Family Member"
"JP6306235","Patent","Citation Family Member"
"USRE46965","Patent","Citation Family Member"
"CN108997267","Patent","Citation Family Member"
"CN109180615","Patent","Citation Family Member"
"CA3028453","Patent","Citation Family Member"
"PL2522663","Patent","Citation Family Member"
"EP3587408","Patent","Citation Family Member"
"USRE47797","Patent","Citation Family Member"
"HU046436","Patent","Citation Family Member"
"ES2748200","Patent","Citation Family Member"
"DE602005056136","Patent","Citation Family Member"
"IN393044","Patent","Citation Family Member"
"IL267606","Patent","Citation Family Member"
"IL247620","Patent","Citation Family Member"
"US2017158767","Patent","Citation Family Member"
"US2016362495","Patent","Citation Family Member"
"US2016075782","Patent","Citation Family Member"
"US9580507","Patent","Citation Family Member"
"US2015337038","Patent","Citation Family Member"
"US9546216","Patent","Citation Family Member"
"US9580505","Patent","Citation Family Member"
"US9273135","Patent","Citation Family Member"
"US2013122014","Patent","Citation Family Member"
"US9102725","Patent","Citation Family Member"
"DE602006046126","Patent","Citation Family Member"
"HR20151102","Patent","Citation Family Member"
"SI1907424","Patent","Citation Family Member"
"US2009055944","Patent","Citation Family Member"
"US7943743","Patent","Citation Family Member"
"AU2006265108","Patent","Citation Family Member"
"MX2007015942","Patent","Citation Family Member"
"IL188124","Patent","Citation Family Member"
"NO20080590","Patent","Citation Family Member"
"EP1907424","Patent","Citation Family Member"
"EA200800229","Patent","Citation Family Member"
"JP2008544755","Patent","Citation Family Member"
"HR20080053","Patent","Citation Family Member"
"BRPI0613361","Patent","Citation Family Member"
"NZ564592","Patent","Citation Family Member"
"JP5252635","Patent","Citation Family Member"
"KR20140002041","Patent","Citation Family Member"
"EA019344","Patent","Citation Family Member"
"KR101411165","Patent","Citation Family Member"
"KR20150082674","Patent","Citation Family Member"
"ES2546333","Patent","Citation Family Member"
"DK1907424","Patent","Citation Family Member"
"IL241092","Patent","Citation Family Member"
"RS54271","Patent","Citation Family Member"
"KR101607288","Patent","Citation Family Member"
"KR101704734","Patent","Citation Family Member"
"KR20170018085","Patent","Citation Family Member"
"CN104356236","Patent","Citation Family Member"
"CN105330741","Patent","Citation Family Member"
"EP2982379","Patent","Citation Family Member"
"JP2013150606","Patent","Citation Family Member"
"JP5848719","Patent","Citation Family Member"
"JP2016006123","Patent","Citation Family Member"
"US2011209230","Patent","Citation Family Member"
"WO07005874","Patent","Citation Family Member"
"WO2007005874","Patent","Citation Family Member"
"KR20080045674","Patent","Citation Family Member"
"HK1117850","Patent","Citation Family Member"
"PT1907424","Patent","Citation Family Member"
"HU026039","Patent","Citation Family Member"
"ZA200710919","Patent","Citation Family Member"
"SG163554","Patent","Citation Family Member"
"UA99701","Patent","Citation Family Member"
"SG196381","Patent","Citation Family Member"
"CN101248089","Patent","Citation Family Member"
"CY1116843","Patent","Citation Family Member"
"IN294295","Patent","Citation Family Member"
"ME02260","Patent","Citation Family Member"
"KR101888321","Patent","Citation Family Member"
"CA3018525","Patent","Citation Family Member"
"CA2612241","Patent","Citation Family Member"
"PL1907424","Patent","Citation Family Member"
"US2020062848","Patent","Citation Family Member"
"MX291940","Patent","Citation Family Member"
"US2023061544","Patent","Citation Family Member"
"CA3201163","Patent","Citation Family Member"
"JP2020072712","Patent","Citation Family Member"
"JP6684253","Patent","Citation Family Member"
"JP2021182929","Patent","Citation Family Member"
"JP2023072038","Patent","Citation Family Member"
"JP2018027952","Patent","Citation Family Member"
"JP2024174925","Patent","Citation Family Member"
"GB200706704","Patent","Citation Family Member"
"EP1977929","Patent","Citation Family Member"
"GB2448181","Patent","Citation Family Member"
"US7755294","Patent","Citation Family Member"
"DE602008015572","Patent","Citation Family Member"
"US4692434","Patent","Citation Family Member"
"US4808614","Patent","Citation Family Member"
"US5015743","Patent","Citation Family Member"
"US5118820","Patent","Citation Family Member"
"EP0122707","Patent","Citation Family Member"
"AR243533","Patent","Citation Family Member"
"AU565856","Patent","Citation Family Member"
"BG40814","Patent","Citation Family Member"
"BG60756","Patent","Citation Family Member"
"CA1218647","Patent","Citation Family Member"
"CA1223869","Patent","Citation Family Member"
"CS246075","Patent","Citation Family Member"
"DD216468","Patent","Citation Family Member"
"DE19675003","Patent","Citation Family Member"
"DK114484","Patent","Citation Family Member"
"DK162529","Patent","Citation Family Member"
"DK170647","Patent","Citation Family Member"
"DK190590","Patent","Citation Family Member"
"FI77870","Patent","Citation Family Member"
"FI840890","Patent","Citation Family Member"
"GB2136425","Patent","Citation Family Member"
"GB2172287","Patent","Citation Family Member"
"GB8405805","Patent","Citation Family Member"
"GB8610648","Patent","Citation Family Member"
"HK44989","Patent","Citation Family Member"
"HU193893","Patent","Citation Family Member"
"IE57071","Patent","Citation Family Member"
"IE840584","Patent","Citation Family Member"
"IL71143","Patent","Citation Family Member"
"IL80463","Patent","Citation Family Member"
"JP1833350","Patent","Citation Family Member"
"JP1986188","Patent","Citation Family Member"
"JP5042438","Patent","Citation Family Member"
"JP59175498","Patent","Citation Family Member"
"JP6009602","Patent","Citation Family Member"
"JP6102655","Patent","Citation Family Member"
"KR860001283","Patent","Citation Family Member"
"LU88791","Patent","Citation Family Member"
"MX9203246","Patent","Citation Family Member"
"NL950018","Patent","Citation Family Member"
"NZ207358","Patent","Citation Family Member"
"PH23240","Patent","Citation Family Member"
"PH23593","Patent","Citation Family Member"
"PL142437","Patent","Citation Family Member"
"PL246601","Patent","Citation Family Member"
"PT78181","Patent","Citation Family Member"
"RO89963","Patent","Citation Family Member"
"SG8990218","Patent","Citation Family Member"
"SU1442076","Patent","Citation Family Member"
"ZA8401605","Patent","Citation Family Member"
"AT29726","Patent","Citation Family Member"
"AU198425374","Patent","Citation Family Member"
"GR81845","Patent","Citation Family Member"
"KR840007883","Patent","Citation Family Member"
"ES530364","Patent","Citation Family Member"
"ES8602840","Patent","Citation Family Member"
"KR19840007883","Patent","Citation Family Member"
"DE3466224","Patent","Citation Family Member"
"MY102025","Patent","Citation Family Member"
"SG21889","Patent","Citation Family Member"
"US6331415","Patent","Citation Family Member"
"EP0125023","Patent","Citation Family Member"
"AU598441","Patent","Citation Family Member"
"AU639910","Patent","Citation Family Member"
"CA1218613","Patent","Citation Family Member"
"DK126292","Patent","Citation Family Member"
"DK170895","Patent","Citation Family Member"
"DK174048","Patent","Citation Family Member"
"DK179684","Patent","Citation Family Member"
"HK129394","Patent","Citation Family Member"
"IE57198","Patent","Citation Family Member"
"IE840840","Patent","Citation Family Member"
"IL71455","Patent","Citation Family Member"
"IL99507","Patent","Citation Family Member"
"JP2001346591","Patent","Citation Family Member"
"JP2001346592","Patent","Citation Family Member"
"JP3162055","Patent","Citation Family Member"
"JP3559795","Patent","Citation Family Member"
"JP60155132","Patent","Citation Family Member"
"JP7194384","Patent","Citation Family Member"
"JP7222597","Patent","Citation Family Member"
"NZ207746","Patent","Citation Family Member"
"NZ222542","Patent","Citation Family Member"
"NZ222543","Patent","Citation Family Member"
"SG9490746","Patent","Citation Family Member"
"ZA8402583","Patent","Citation Family Member"
"AT64151","Patent","Citation Family Member"
"AU199052013","Patent","Citation Family Member"
"AU198426429","Patent","Citation Family Member"
"US7923221","Patent","Citation Family Member"
"KR840008264","Patent","Citation Family Member"
"KR840008693","Patent","Citation Family Member"
"ES531372","Patent","Citation Family Member"
"ES8602119","Patent","Citation Family Member"
"KR19840008264","Patent","Citation Family Member"
"KR19840008693","Patent","Citation Family Member"
"DE3484664","Patent","Citation Family Member"
"WO07089445","Patent","Citation Family Member"
"WO2007089445","Patent","Citation Family Member"
"TW200738263","Patent","Citation Family Member"
"AR059066","Patent","Citation Family Member"
"AU2007210234","Patent","Citation Family Member"
"EP1976529","Patent","Citation Family Member"
"NO20083202","Patent","Citation Family Member"
"CN101374522","Patent","Citation Family Member"
"EA200870185","Patent","Citation Family Member"
"PE11872008","Patent","Citation Family Member"
"BRPI0707173","Patent","Citation Family Member"
"JP2009525965","Patent","Citation Family Member"
"ES2441955","Patent","Citation Family Member"
"CR10226","Patent","Citation Family Member"
"JP5615496","Patent","Citation Family Member"
"MX2008009196","Patent","Citation Family Member"
"CL2007000147","Patent","Citation Family Member"
"DE602007034214","Patent","Citation Family Member"
"PE20081187","Patent","Citation Family Member"
"MX311274","Patent","Citation Family Member"
"CA2637836","Patent","Citation Family Member"
"KR20080100810","Patent","Citation Family Member"
"IL192732","Patent","Citation Family Member"
"US2007290711","Patent","Citation Family Member"
"WO07145864","Patent","Citation Family Member"
"WO2007145864","Patent","Citation Family Member"
"WO07145843","Patent","Citation Family Member"
"WO2007145843","Patent","Citation Family Member"
"US2008007302","Patent","Citation Family Member"
"US7446565","Patent","Citation Family Member"
"TW200830715","Patent","Citation Family Member"
"TW200810356","Patent","Citation Family Member"
"EP2036129","Patent","Citation Family Member"
"EP2039006","Patent","Citation Family Member"
"TWI346457","Patent","Citation Family Member"
"TWI448074","Patent","Citation Family Member"
"WO08156671","Patent","Citation Family Member"
"WO2008156671","Patent","Citation Family Member"
"AU2008266996","Patent","Citation Family Member"
"CA2691132","Patent","Citation Family Member"
"EP2162125","Patent","Citation Family Member"
"US2010112088","Patent","Citation Family Member"
"CN101707877","Patent","Citation Family Member"
"US2010184728","Patent","Citation Family Member"
"AT529105","Patent","Citation Family Member"
"EP2392321","Patent","Citation Family Member"
"US2012077783","Patent","Citation Family Member"
"NZ581710","Patent","Citation Family Member"
"JP2010529197","Patent","Citation Family Member"
"US2012322773","Patent","Citation Family Member"
"US8476233","Patent","Citation Family Member"
"US2013344184","Patent","Citation Family Member"
"KR20100038098","Patent","Citation Family Member"
"US2014335205","Patent","Citation Family Member"
"US8916546","Patent","Citation Family Member"
"US2015105356","Patent","Citation Family Member"
"DE602008010619","Patent","Citation Family Member"
"US9511049","Patent","Citation Family Member"
"ZA200908828","Patent","Citation Family Member"
"US2017182067","Patent","Citation Family Member"
"US2017296559","Patent","Citation Family Member"
"US10064877","Patent","Citation Family Member"
"BRPI0812729","Patent","Citation Family Member"
"MX295647","Patent","Citation Family Member"
"MX2009013683","Patent","Citation Family Member"
"IL202685","Patent","Citation Family Member"
"EP2065372","Patent","Citation Family Member"
"CN101511793","Patent","Citation Family Member"
"JP5368096","Patent","Citation Family Member"
"US8865737","Patent","Citation Family Member"
"KR101472600","Patent","Citation Family Member"
"KR20090043578","Patent","Citation Family Member"
"DE602007027021","Patent","Citation Family Member"
"JP2008026748","Patent","Citation Family Member"
"US7901888","Patent","Citation Family Member"
"AU2008266951","Patent","Citation Family Member"
"EP2170959","Patent","Citation Family Member"
"US2010266617","Patent","Citation Family Member"
"CN102131828","Patent","Citation Family Member"
"JP2010530753","Patent","Citation Family Member"
"NZ582150","Patent","Citation Family Member"
"EP2535354","Patent","Citation Family Member"
"JP2012254092","Patent","Citation Family Member"
"US2013108651","Patent","Citation Family Member"
"US2013109843","Patent","Citation Family Member"
"JP5191537","Patent","Citation Family Member"
"KR20100054780","Patent","Citation Family Member"
"NZ600758","Patent","Citation Family Member"
"HR20131167","Patent","Citation Family Member"
"ES2437327","Patent","Citation Family Member"
"PT2170959","Patent","Citation Family Member"
"AU2014201367","Patent","Citation Family Member"
"SI2170959","Patent","Citation Family Member"
"RS53072","Patent","Citation Family Member"
"CA2855098","Patent","Citation Family Member"
"CA2691357","Patent","Citation Family Member"
"KR20140133954","Patent","Citation Family Member"
"US8900587","Patent","Citation Family Member"
"BRPI0812913","Patent","Citation Family Member"
"JP5640052","Patent","Citation Family Member"
"US8952136","Patent","Citation Family Member"
"KR20150055114","Patent","Citation Family Member"
"US2015232555","Patent","Citation Family Member"
"CN104945508","Patent","Citation Family Member"
"KR101562580","Patent","Citation Family Member"
"MX2009014199","Patent","Citation Family Member"
"KR101586617","Patent","Citation Family Member"
"NO2015028","Patent","Citation Family Member"
"LU92936","Patent","Citation Family Member"
"IL225530","Patent","Citation Family Member"
"DE602008027905","Patent","Citation Family Member"
"PH2015501524","Patent","Citation Family Member"
"US2016304606","Patent","Citation Family Member"
"DE602008048425","Patent","Citation Family Member"
"HU1500071","Patent","Citation Family Member"
"CY1114849","Patent","Citation Family Member"
"TR201703802","Patent","Citation Family Member"
"ES2616355","Patent","Citation Family Member"
"DK2170959","Patent","Citation Family Member"
"EP3222634","Patent","Citation Family Member"
"US9834605","Patent","Citation Family Member"
"IN201748044868","Patent","Citation Family Member"
"ZA201000135","Patent","Citation Family Member"
"IN292137","Patent","Citation Family Member"
"LT2170959","Patent","Citation Family Member"
"US2018111996","Patent","Citation Family Member"
"ME02093","Patent","Citation Family Member"
"HK1140497","Patent","Citation Family Member"
